2024-03-11 00:36:36,647 INFO    StreamThr :18092 [internal.py:wandb_internal():86] W&B internal server running at pid: 18092, started at: 2024-03-11 00:36:36.647282
2024-03-11 00:36:36,649 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status
2024-03-11 00:36:36,649 INFO    WriterThread:18092 [datastore.py:open_for_write():87] open: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\run-f4rz4olz.wandb
2024-03-11 00:36:36,649 DEBUG   SenderThread:18092 [sender.py:send():378] send: header
2024-03-11 00:36:36,713 DEBUG   SenderThread:18092 [sender.py:send():378] send: run
2024-03-11 00:36:37,715 INFO    SenderThread:18092 [dir_watcher.py:__init__():211] watching files in: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files
2024-03-11 00:36:37,715 INFO    SenderThread:18092 [sender.py:_start_run_threads():1099] run started: f4rz4olz with start time 1710097596.649291
2024-03-11 00:36:37,731 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: check_version
2024-03-11 00:36:37,736 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: check_version
2024-03-11 00:36:37,869 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: run_start
2024-03-11 00:36:37,907 DEBUG   HandlerThread:18092 [system_info.py:__init__():26] System info init
2024-03-11 00:36:37,907 DEBUG   HandlerThread:18092 [system_info.py:__init__():41] System info init done
2024-03-11 00:36:37,907 INFO    HandlerThread:18092 [system_monitor.py:start():194] Starting system monitor
2024-03-11 00:36:37,907 INFO    SystemMonitor:18092 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-11 00:36:37,907 INFO    HandlerThread:18092 [system_monitor.py:probe():214] Collecting system info
2024-03-11 00:36:37,912 INFO    SystemMonitor:18092 [interfaces.py:start():190] Started cpu monitoring
2024-03-11 00:36:37,912 INFO    SystemMonitor:18092 [interfaces.py:start():190] Started disk monitoring
2024-03-11 00:36:37,918 INFO    SystemMonitor:18092 [interfaces.py:start():190] Started gpu monitoring
2024-03-11 00:36:37,923 INFO    SystemMonitor:18092 [interfaces.py:start():190] Started memory monitoring
2024-03-11 00:36:37,929 DEBUG   HandlerThread:18092 [system_info.py:probe():150] Probing system
2024-03-11 00:36:37,943 INFO    SystemMonitor:18092 [interfaces.py:start():190] Started network monitoring
2024-03-11 00:36:37,943 DEBUG   HandlerThread:18092 [system_info.py:_probe_git():135] Probing git
2024-03-11 00:36:38,025 DEBUG   HandlerThread:18092 [system_info.py:_probe_git():143] Probing git done
2024-03-11 00:36:38,025 DEBUG   HandlerThread:18092 [system_info.py:probe():198] Probing system done
2024-03-11 00:36:38,025 DEBUG   HandlerThread:18092 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.0', 'heartbeatAt': '2024-03-10T19:06:37.929268', 'startedAt': '2024-03-10T19:06:36.638326', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\HP PAVILION\\Documents\\GitHub\\final\\train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/aryamangupta04/linformer.git', 'commit': '9bf3e7570b21ba5a3e6f8980350c90ef429a06f6'}, 'email': 'aryamangupta2004@gmail.com', 'root': 'C:/Users/HP PAVILION/Documents/GitHub/final', 'host': 'hp', 'username': 'HP PAVILION', 'executable': 'C:\\Users\\HP PAVILION\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3000.0, 'min': 0.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 3000.0}], 'disk': {'/': {'total': 237.82030868530273, 'used': 169.66751861572266}}, 'gpu': 'NVIDIA GeForce GTX 1650 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 Ti', 'memory_total': 4294967296}], 'memory': {'total': 7.36431884765625}}
2024-03-11 00:36:38,025 INFO    HandlerThread:18092 [system_monitor.py:probe():224] Finished collecting system info
2024-03-11 00:36:38,025 INFO    HandlerThread:18092 [system_monitor.py:probe():227] Publishing system info
2024-03-11 00:36:38,025 INFO    HandlerThread:18092 [system_monitor.py:probe():229] Finished publishing system info
2024-03-11 00:36:38,040 DEBUG   SenderThread:18092 [sender.py:send():378] send: files
2024-03-11 00:36:38,040 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-11 00:36:38,238 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: python_packages
2024-03-11 00:36:38,238 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: python_packages
2024-03-11 00:36:38,247 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: stop_status
2024-03-11 00:36:38,248 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: stop_status
2024-03-11 00:36:38,248 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-11 00:36:38,686 DEBUG   SenderThread:18092 [sender.py:send():378] send: telemetry
2024-03-11 00:36:38,729 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\requirements.txt
2024-03-11 00:36:38,729 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-metadata.json
2024-03-11 00:36:38,729 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:36:39,493 INFO    wandb-upload_0:18092 [upload_job.py:push():131] Uploaded file C:\Users\HPPAVI~1\AppData\Local\Temp\tmp_ick64_swandb\joth3gl0-wandb-metadata.json
2024-03-11 00:36:40,734 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:36:41,708 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:36:46,734 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:36:50,779 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:36:52,099 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:36:52,329 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: partial_history
2024-03-11 00:36:52,329 DEBUG   SenderThread:18092 [sender.py:send():378] send: history
2024-03-11 00:36:52,329 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: summary_record
2024-03-11 00:36:52,329 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-11 00:36:52,787 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-summary.json
2024-03-11 00:36:53,281 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: stop_status
2024-03-11 00:36:53,281 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: stop_status
2024-03-11 00:36:53,281 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-11 00:36:53,752 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: partial_history
2024-03-11 00:36:53,752 DEBUG   SenderThread:18092 [sender.py:send():378] send: history
2024-03-11 00:36:53,752 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: summary_record
2024-03-11 00:36:53,752 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-11 00:36:53,790 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-summary.json
2024-03-11 00:36:53,790 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:36:54,798 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:36:55,070 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: partial_history
2024-03-11 00:36:55,070 DEBUG   SenderThread:18092 [sender.py:send():378] send: history
2024-03-11 00:36:55,070 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: summary_record
2024-03-11 00:36:55,070 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-11 00:36:55,798 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-summary.json
2024-03-11 00:36:55,798 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:36:56,904 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: partial_history
2024-03-11 00:36:56,906 DEBUG   SenderThread:18092 [sender.py:send():378] send: history
2024-03-11 00:36:56,906 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: summary_record
2024-03-11 00:36:56,906 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-11 00:36:57,809 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-summary.json
2024-03-11 00:36:57,809 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:36:57,912 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:36:59,826 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:37:01,800 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: partial_history
2024-03-11 00:37:01,800 DEBUG   SenderThread:18092 [sender.py:send():378] send: history
2024-03-11 00:37:01,800 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: summary_record
2024-03-11 00:37:01,800 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-11 00:37:01,841 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-summary.json
2024-03-11 00:37:03,305 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:03,855 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\output.log
2024-03-11 00:37:07,840 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: partial_history
2024-03-11 00:37:07,842 DEBUG   SenderThread:18092 [sender.py:send():378] send: history
2024-03-11 00:37:07,842 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: summary_record
2024-03-11 00:37:07,847 INFO    SenderThread:18092 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-11 00:37:07,885 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\wandb-summary.json
2024-03-11 00:37:08,335 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: stop_status
2024-03-11 00:37:08,335 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-11 00:37:08,337 DEBUG   SenderThread:18092 [sender.py:send_request():405] send_request: stop_status
2024-03-11 00:37:08,702 DEBUG   HandlerThread:18092 [handler.py:handle_request():146] handle_request: status_report
2024-03-11 00:37:09,901 INFO    Thread-16 :18092 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\HP PAVILION\Documents\GitHub\final\wandb\run-20240311_003636-f4rz4olz\files\config.yaml
